%............comments............
%............comments............
%............comments............
%............comments............
%............comments............
%
% attributes count = 2
% vectors count = 1000
%
% Edit the attribute names (attrib_1, attrib_2, ...) in this text box and then save.
%
@relation xxxxxxxxxxx
@attribute attrib_1 numeric
@attribute attrib_2 numeric
@attribute class {0, 1}
@data
856.0674,-447.09918,1
-362.7171,144.82104,0
795.08203,-575.83435,1
-679.329,829.5043,0
-976.44727,763.01416,0
-198.39838,881.603,0
-503.21887,814.34863,0
-929.9942,-911.1529,0
706.161,613.40234,1
422.88428,-627.4574,0
384.46777,958.3246,0
776.48584,-881.26953,1
-579.9414,127.8833,0
-279.1255,-27.242981,0
762.2698,-859.2643,1
850.1471,-753.75684,1
367.87744,448.4165,0
-49.603638,-787.6097,0
568.5657,612.39685,1
738.8379,255.01904,1
-368.0763,736.2738,0
21.350403,88.68384,0
743.57153,207.34753,1
372.00647,-918.3348,0
-844.40564,-352.44873,0
-263.00317,-909.40936,0
-173.45996,-118.098755,0
-273.3169,154.89014,0
-479.18536,-796.66626,0
-216.66187,-98.75397,0
-959.6108,-753.99554,0
898.4652,572.64575,1
-970.6919,374.82532,0
102.41089,223.60767,0
621.56775,657.2167,1
-439.67975,-187.40741,0
95.51245,203.75891,0
-217.6966,674.5764,0
652.9735,947.6266,1
-807.9801,-828.795,0
458.953,778.3956,1
96.7074,-807.0884,0
157.73596,354.0138,0
-36.985962,626.8248,0
-776.1125,885.42847,0
826.82007,906.25256,1
711.67554,-278.4286,1
651.5624,-678.0215,0
234.03247,-341.89984,0
498.406,-97.440674,0
-667.74854,-448.5003,0
482.93103,360.26917,0
-209.81299,40.85205,0
-333.16595,-148.716,0
-98.187195,962.78503,0
269.4713,-886.84314,0
218.56274,390.81104,0
882.89856,919.5873,1
882.9624,-861.52466,1
735.3887,731.93787,1
-702.3646,-963.5688,0
-527.75916,928.9104,0
-416.15222,326.76562,0
409.01794,-939.7616,0
51.329224,-886.39856,0
-238.81903,-802.78326,0
-268.80737,-32.794983,0
-34.58435,-357.66846,0
-83.65332,-500.4693,0
-118.22632,12.214294,0
-391.1219,12.338989,0
402.08228,22.593872,0
791.45593,164.72461,1
788.89966,-819.1274,1
519.88965,15.098206,0
930.6262,-968.5896,1
-23.450256,763.36475,0
-377.79382,-399.45447,0
-170.55981,-947.75287,0
967.18384,-747.156,1
509.286,-217.59497,0
45.708496,297.01355,0
-652.9173,54.20459,0
-895.59436,-630.62177,0
-92.87433,69.69458,0
697.86536,-125.24274,1
305.6245,611.5493,0
447.82336,-420.95044,0
822.5762,-938.557,1
-615.06006,-175.2251,0
694.65576,828.52124,1
199.40894,-219.72162,0
-380.54187,529.3384,0
-849.5404,-364.74402,0
-793.4955,-706.16516,0
-128.862,719.71375,0
-621.9973,-832.3694,0
853.5874,150.42456,1
552.43164,739.1118,1
-988.62823,798.40247,0
336.59583,-159.50568,0
-610.78345,122.86304,0
-593.12354,-544.7501,0
-173.13208,-268.40326,0
-722.0198,-190.01892,0
-817.39886,-595.36914,0
737.5686,-962.9612,0
583.23425,757.5115,1
-132.2724,764.876,0
-908.66425,722.4889,0
779.3137,-473.66498,1
166.63708,-409.65607,0
452.7937,-29.22998,0
-652.50415,482.54333,0
-590.72906,-475.8913,0
689.577,812.8696,1
327.96997,361.6598,0
-327.24768,-450.3797,0
-818.46875,-658.3237,0
-476.45532,903.92505,0
-21.958374,-106.610596,0
199.27136,-553.3146,0
778.8097,-238.57172,1
641.36914,-403.9093,0
-696.5325,979.2451,0
-670.7864,-80.38092,0
-860.9352,-522.6312,0
-347.9297,-241.11292,0
337.39246,-671.98535,0
-834.35516,312.66052,0
-985.1424,785.7749,0
-588.9702,502.79602,0
-538.1948,4.8273926,0
-352.3313,-300.16565,0
-776.7386,-403.70734,0
-411.70892,699.4192,0
630.6538,-964.9173,0
-977.40265,-782.3303,0
-655.8634,333.77832,0
77.80188,613.0868,0
-392.26685,-628.2165,0
787.9696,544.52686,1
-875.4178,801.20105,0
630.4116,-160.7702,1
-272.84662,546.58435,0
-263.76935,971.84216,0
-652.62366,573.9155,0
-406.5628,244.82654,0
184.20532,-175.13098,0
234.88574,12.605286,0
-578.7814,995.6212,0
-860.3936,-893.7628,0
364.4331,-814.83215,0
374.93848,992.3789,0
-549.4131,-653.6826,0
868.19617,139.73828,1
218.72815,943.229,0
120.4303,-431.82355,0
-956.97955,252.56787,0
161.17395,620.07104,0
-807.7446,-658.9447,0
91.88867,-379.49243,0
-388.35706,-89.611145,0
177.15771,-717.68713,0
715.02466,-78.78009,1
116.50012,-536.0939,0
-569.26355,-808.93066,0
866.0049,202.38843,1
-238.07806,-993.228,0
-822.1807,-178.74908,0
-797.8193,200.24084,0
886.844,351.5298,1
-509.99152,107.04614,0
897.8263,-492.80597,1
390.56787,-639.49475,0
812.3613,-979.9998,1
-539.0948,569.68774,0
-815.85406,-733.99274,0
-915.1924,587.93506,0
502.15515,-194.60834,0
456.07153,299.20654,0
-824.7607,709.1605,0
644.03357,632.7583,1
27.969116,360.8119,0
-607.2079,862.37085,0
-883.61725,-202.05615,0
885.624,-845.4594,1
33.618774,-401.7303,0
348.68457,-199.24463,0
-700.7551,816.4458,0
73.14917,602.17664,0
-87.57733,542.5752,0
202.54028,-529.24536,0
697.87476,-719.79834,0
462.05798,-530.996,0
684.95056,-468.9372,1
-100.690186,231.37488,0
433.9137,725.8218,0
660.91675,993.35095,1
-40.097656,954.454,0
847.0475,300.1167,1
-296.1565,826.91455,0
566.01196,-125.168274,0
860.9282,-765.8314,1
453.6255,-902.73944,0
301.083,781.6162,0
-872.87103,76.70166,0
-697.79565,231.40063,0
-688.968,-601.1303,0
365.74536,417.03882,0
-297.67786,-715.41626,0
495.57666,783.2672,1
-964.9363,118.81885,0
494.87036,-44.05005,0
259.48413,91.88049,0
72.08264,-438.653,0
268.22742,40.16626,0
-154.05902,-109.003235,0
182.53125,482.18164,0
-299.33252,947.9175,0
853.661,-683.8226,1
366.5006,911.7859,0
-59.98523,678.9835,0
-413.09607,125.206055,0
687.88855,61.315063,1
-217.32068,330.13232,0
373.97192,-66.97211,0
734.5298,72.96533,1
260.2202,-147.49207,0
479.44543,-51.20923,0
866.82837,-682.42236,1
352.6151,-330.3128,0
386.6101,461.00964,0
-94.60779,818.979,0
144.16443,-898.06213,0
291.17297,592.76575,0
-854.21423,635.16125,0
634.87415,832.0099,1
-28.839966,-226.46204,0
888.02295,-787.07623,1
525.4586,254.37012,0
720.30286,-409.65967,1
500.526,278.88452,0
-890.2761,178.21509,0
-213.56818,-325.38446,0
-532.58167,-496.64664,0
529.7394,-446.30035,0
369.386,882.9127,0
-947.58453,585.79736,0
266.34546,553.183,0
425.3922,-87.44415,0
-95.82544,516.599,0
-866.6383,-798.7642,0
611.2489,675.8959,1
-27.532654,-631.6792,0
95.319824,-111.23273,0
90.13391,-900.361,0
-58.600708,203.3424,0
-93.64728,451.72388,0
613.4435,724.24976,1
-451.67932,-460.15277,0
436.4641,-689.0116,0
385.4082,-398.64185,0
772.0145,-375.21814,1
269.0078,-431.33093,0
398.8329,-82.95886,0
161.89673,-305.57233,0
-28.250854,392.01794,0
984.3213,742.12036,1
355.79248,-21.817749,0
709.0917,788.55615,1
618.7637,907.3093,1
-994.4473,-219.62091,0
514.3629,627.2189,1
62.373657,644.9668,0
399.29626,-736.4435,0
-388.3194,976.7687,0
701.60657,-902.0337,0
-367.87054,-896.653,0
-706.1926,344.45105,0
-273.9002,681.08203,0
423.22412,882.67566,0
878.7097,-786.7261,1
546.41614,-110.62927,0
677.55884,-826.7513,0
-932.6839,180.14307,0
-149.4353,640.4867,0
838.5597,-964.1975,1
-222.1709,-372.34814,0
-709.9721,431.7666,0
414.71228,-840.8331,0
855.95447,-918.31903,1
-550.8661,854.67175,0
-731.94446,-999.9952,0
-32.02942,-746.28906,0
-778.44653,832.95496,0
-201.86157,-825.32135,0
338.47583,-576.3097,0
-903.8491,-737.6209,0
-207.94257,-779.8067,0
730.6476,802.3893,1
958.0315,-660.6095,1
535.5918,-133.26239,0
23.044128,368.6239,0
-392.463,904.24097,0
607.3844,-684.3314,0
478.56628,-999.8304,0
148.6726,-488.9304,0
-782.78687,203.74072,0
-954.89966,721.6459,0
292.8722,558.26465,0
371.27637,-748.4085,0
384.91406,767.6001,0
356.67664,387.6792,0
-774.0789,793.90137,0
-243.8446,187.6521,0
39.162964,-894.5322,0
-256.07245,315.96436,0
-836.36444,779.83484,0
-973.1188,398.6129,0
55.688232,-783.925,0
-499.96185,-801.1211,0
-985.53064,-178.39825,0
-43.572083,808.37573,0
699.12146,712.6033,1
-884.4009,-997.1224,0
788.8617,-796.4459,1
549.43994,-70.01587,0
982.78613,-339.91193,1
960.9364,375.7505,1
-55.56122,150.83679,0
-289.04974,-0.006591797,0
766.89026,257.67285,1
-509.95346,-864.9404,0
-932.7252,390.11975,0
-403.13812,-989.57556,0
-84.56592,-1.4777222,0
411.45093,595.5626,0
459.52515,191.89673,0
341.5039,-353.8866,0
332.14636,-559.7901,0
771.2827,993.4413,1
-296.25592,-722.8357,0
357.57483,635.2689,0
-804.23816,218.39221,0
-606.0842,-234.85919,0
774.1996,471.2943,1
-96.21222,521.04956,0
214.95166,-563.4188,0
-374.54803,938.6393,0
-234.50256,487.9093,0
115.52673,361.9757,0
223.21948,-935.173,0
825.37585,394.95325,1
808.8281,725.5768,1
193.82788,368.98438,0
934.0763,-519.87354,1
-448.3081,257.69727,0
246.14722,-539.8672,0
-51.999146,-13.055176,0
176.80603,781.3651,0
-115.1452,168.50659,0
-367.39594,-684.55164,0
-612.80273,-571.5571,0
-566.8662,11.610291,0
835.8071,-293.86237,1
637.5287,395.44946,1
-443.75623,-832.3511,0
995.1112,920.5631,1
-716.56494,707.0563,0
-585.7079,-39.79315,0
-688.9497,402.08142,0
564.52856,-600.014,0
-613.24365,745.32886,0
509.35046,28.90271,0
-771.09534,-9.922119,0
-385.83063,224.91516,0
-82.84839,-470.37213,0
880.786,792.4922,1
348.96912,-128.21283,0
331.21655,-766.5277,0
-544.0477,475.16272,0
-903.3414,218.8689,0
-61.712097,-518.5055,0
463.1261,-421.9132,0
-97.30267,208.35193,0
-716.522,733.34717,0
978.6217,159.09119,1
-113.72247,-819.0575,0
-760.62775,-737.9547,0
-104.88788,357.2755,0
569.4182,-931.49615,0
-782.28314,-973.5403,0
995.9407,-280.88898,1
-127.55914,187.59119,0
942.23364,630.8927,1
-709.6991,423.62646,0
362.48376,62.200073,0
-735.9289,600.13074,0
-718.0823,-19.565674,0
811.5591,-129.00989,1
-606.74304,-12.501221,0
-121.57764,-940.4935,0
-950.12836,-549.5022,0
26.582764,657.1239,0
247.98035,440.28406,0
37.49817,918.365,0
4.69635,-401.9685,0
705.2556,829.37866,1
-84.32922,630.09216,0
2.6530151,-911.16406,0
615.5393,773.9684,1
-725.8631,-336.26752,0
366.33154,283.31543,0
-857.32886,968.9868,0
-936.54584,-252.53522,0
413.31152,-731.4463,0
575.81165,-108.96387,0
414.46497,-492.9049,0
-473.91364,391.78552,0
938.51697,455.08533,1
-630.85547,209.91467,0
226.70984,-213.4505,0
940.99585,-60.35431,1
288.8629,507.4668,0
527.6826,773.94006,1
256.72473,-985.80505,0
-57.07025,815.82434,0
440.45215,985.104,1
105.33789,-325.14203,0
290.91357,294.9309,0
170.35864,554.85986,0
566.2189,190.2002,1
399.24036,-630.9121,0
-340.92255,-924.62164,0
636.58716,811.64197,1
262.29456,-566.7383,0
-479.8706,-231.05774,0
-667.08746,-360.57416,0
360.75244,972.71045,0
-338.78528,729.38794,0
7.788086,375.95935,0
-740.99585,-461.53168,0
954.0232,376.07654,1
-747.7204,58.16101,0
436.8346,-285.83612,0
-3.3690186,339.15088,0
-643.6886,-352.62543,0
729.3793,819.9475,1
458.18164,821.0653,1
230.69116,-428.57068,0
-581.19165,160.16138,0
686.599,621.4219,1
221.47876,54.209473,0
230.06311,-740.2384,0
-472.34015,-871.82776,0
-518.08655,-976.87305,0
-376.15277,971.09375,0
-178.28723,920.2406,0
-35.910095,337.34863,0
89.28577,381.8838,0
-669.7782,-459.74115,0
-49.138367,-593.51746,0
196.28894,-974.5525,0
259.4817,420.8612,0
10.611877,-558.6299,0
-602.4746,487.08228,0
798.3756,-82.95233,1
-190.08795,-339.87964,0
739.594,712.1007,1
719.7385,-462.55096,1
-808.2527,-78.237305,0
-636.1838,-659.55615,0
3.347046,-500.37122,0
-6.225342,-771.1661,0
904.13025,-496.5247,1
-640.9009,-26.73468,0
-740.4539,-825.43866,0
-578.32196,597.3627,0
541.64294,-771.5956,0
647.1334,-850.49133,0
-504.57672,-434.90222,0
376.4154,375.88562,0
-830.8161,499.81775,0
501.8407,-259.84808,0
-270.68884,-430.7553,0
954.9635,-28.542236,1
-705.54175,-12.797607,0
359.3629,121.326294,0
900.9794,902.8955,1
609.64343,-28.73877,1
-849.04675,-242.29388,0
108.63782,556.7649,0
-903.92163,-758.41394,0
928.01465,559.78186,1
475.1776,-382.33887,0
253.18909,370.41125,0
550.00183,-486.25952,0
131.6405,730.0548,0
473.47546,672.00415,1
-235.55365,-957.9963,0
-623.5196,603.2178,0
-635.9607,-328.21216,0
-826.27234,-390.59656,0
-53.095337,858.443,0
-533.7809,-781.02686,0
-661.86865,219.17908,0
-142.74573,-279.09216,0
-864.5621,-746.2393,0
500.8922,-810.3532,0
413.49634,741.2383,0
766.2289,-840.07306,1
-454.922,-529.50183,0
527.8059,940.8904,1
-326.24725,357.42615,0
781.9186,-548.6415,1
93.57202,675.3087,0
40.543213,413.24658,0
-925.62854,861.4232,0
269.06116,-242.32715,0
-482.96875,-838.40344,0
-989.09766,-821.6075,0
-768.76337,-764.1587,0
781.6935,909.7677,1
598.9818,772.0038,1
817.4415,11.559509,1
-79.73389,-859.3102,0
-174.25885,-289.5927,0
833.13257,-826.44104,1
-484.0562,677.94275,0
858.40405,258.40918,1
-626.31537,518.05493,0
-659.82874,-881.7011,0
-602.88904,-809.08765,0
836.2977,878.28455,1
-673.3878,-381.08453,0
358.8999,322.17712,0
276.80432,299.839,0
-227.02771,-396.94824,0
-381.02625,394.9972,0
132.026,95.070435,0
464.13965,-534.65454,0
762.8137,560.50806,1
-838.6533,-203.99261,0
506.917,-645.30273,0
-147.2478,-920.2013,0
-314.82507,-997.0599,0
316.52747,-877.1074,0
-928.3645,-842.7418,0
80.542725,190.85266,0
446.91663,677.1825,0
104.260864,630.8374,0
146.56323,-622.38513,0
-796.7822,-514.1444,0
428.19373,848.11743,0
-40.46576,-548.07086,0
-328.18427,826.93616,0
-205.06525,-798.1968,0
-641.5689,-667.55725,0
898.5349,-228.44574,1
-645.2167,145.37427,0
870.5691,96.402954,1
607.4352,546.8606,1
-504.50107,-566.87695,0
-674.0242,-173.47632,0
-298.53473,673.91516,0
-168.22931,-423.30835,0
-984.85114,-74.703064,0
-324.16632,-805.4691,0
118.54639,691.4271,0
-429.19812,971.55164,0
-243.2533,-528.01917,0
-894.1738,651.896,0
-49.131287,617.90186,0
699.5165,405.27063,1
237.90332,-115.94495,0
794.90784,-212.66199,1
489.27686,276.01,0
911.7435,449.8357,1
752.5333,508.88635,1
-154.80072,114.642944,0
-484.3888,-320.60278,0
36.499268,640.4717,0
810.76746,-402.07117,1
-60.29608,-112.194336,0
-344.7207,635.6975,0
70.27783,-472.82788,0
468.63574,-87.27118,0
-655.1265,937.77734,0
311.00378,185.6073,0
308.09497,907.9929,0
55.335205,-110.354126,0
890.8342,-23.866272,1
-64.43927,-551.66876,0
456.09998,939.4204,1
-694.11035,183.60083,0
-937.9125,-689.0278,0
-98.68207,-56.28827,0
-891.4326,-680.8712,0
-592.979,-88.834045,0
-168.50433,420.35547,0
-275.61078,-38.64319,0
-527.91907,236.43567,0
-35.960938,-586.692,0
-629.63293,328.60974,0
-98.78595,47.076538,0
719.72266,-714.2277,0
858.0967,267.4525,1
-769.2073,-884.62225,0
-823.05743,-141.92114,0
-961.52264,-229.10046,0
503.6925,389.66406,1
-927.5179,-310.7193,0
-510.12335,468.22986,0
-423.14856,941.92346,0
17.331848,-802.6759,0
720.8815,-455.08783,1
-644.9376,-74.56909,0
456.83313,142.7677,0
-613.19214,-993.7282,0
116.09473,985.95374,0
33.134888,-144.15094,0
395.04187,620.0498,0
-726.76825,-590.5346,0
686.70715,-836.51086,0
-310.4533,-41.159058,0
374.53552,538.6664,0
-253.72998,680.4264,0
-840.4269,804.427,0
-751.0155,-19.541443,0
10.016907,-916.34766,0
731.64124,159.26294,1
902.13477,-512.1461,1
-121.657715,-163.24207,0
164.13708,911.4005,0
511.2406,-916.93005,0
939.66516,601.19775,1
-837.80066,-737.3799,0
-944.86597,-996.6531,0
794.67395,226.9989,1
-594.7473,-453.48657,0
853.6155,-318.6034,1
863.6144,-257.5655,1
-504.9826,-698.6914,0
680.33594,-732.7967,0
-416.9431,-509.30615,0
346.29565,532.6676,0
841.6122,-450.29028,1
-16.395996,-334.51648,0
408.2627,459.60693,0
-535.4839,782.07007,0
962.70776,-505.68365,1
-333.92822,-19.088684,0
-412.1314,-567.2841,0
535.3308,-430.64166,0
-429.23352,272.516,0
-29.853516,-299.71674,0
-538.4042,36.158203,0
913.0001,-185.3559,1
883.2423,-488.92838,1
-489.50528,69.21924,0
819.82166,-418.9121,1
708.6887,-725.5233,0
-817.2335,-765.47595,0
775.7423,645.34106,1
859.8353,-443.81628,1
-818.4608,751.702,0
-609.0932,120.29175,0
876.1686,-389.86603,1
-969.9203,931.4457,0
