%............comments............
%............comments............
%............comments............
%............comments............
%............comments............
%
% attributes count = 2
% vectors count = 241
%
% Edit the attribute names (attrib_1, attrib_2, ...) in this text box and then save.
%
@relation xxxxxxxxxxx
@attribute attrib_1 numeric
@attribute attrib_2 numeric
@attribute class {0, 1}
@data
-423.82184,335.27588,0
303.10046,-402.01666,0
-915.9208,103.98816,0
419.72034,-777.6189,0
396.96802,-853.9835,1
262.2168,-772.4636,0
-155.22754,793.4734,0
241.98413,-758.6355,0
105.479004,571.10376,1
168.59265,213.52063,0
593.46313,-288.8103,1
471.45715,-133.25433,1
882.62036,-153.41565,0
-468.51593,-816.9064,1
509.59692,-888.0104,0
-72.73456,-909.36224,1
-26.588013,59.70752,0
744.1089,549.00977,1
857.2899,707.45496,0
718.07556,868.26953,1
-102.996765,473.4298,1
838.49243,798.0364,0
-123.41852,-522.5735,1
-472.86725,-625.8353,1
534.7678,-75.0683,0
-964.8165,108.923584,1
520.7495,241.06616,1
-896.23676,-523.2404,1
870.8286,-51.032227,0
-957.63104,-880.7971,1
732.98816,-372.47614,0
-516.7533,-674.0682,0
106.63074,-260.24207,1
-571.94183,419.85474,1
-628.23926,-232.0716,1
544.8646,-823.5777,1
-744.0537,-534.48126,1
-304.35498,-445.84912,1
747.6594,-350.44122,0
543.3165,-763.84467,1
-851.0364,-212.37555,0
-62.700256,931.7444,1
-974.38544,-370.30823,0
-788.4137,431.9713,0
-966.1283,-288.22156,1
121.28125,141.3429,0
474.8158,100.76636,1
933.7355,-473.69318,1
-338.37433,111.466064,1
-811.59735,-344.9289,0
714.7219,730.1415,0
-676.015,-3.1315918,1
-125.66223,414.34998,1
189.52087,-135.1128,1
-290.95032,66.86975,1
-676.1566,507.3662,1
290.00598,-969.8387,0
-309.93457,-223.80872,1
-699.3487,614.542,1
641.9259,-349.1148,1
-313.9402,124.02771,0
-400.74048,-493.9773,1
558.703,-286.5902,1
-988.498,938.48987,0
-868.5351,302.0741,1
-549.1733,-6.9855957,1
-874.3571,-243.37836,1
-671.3025,-265.82556,1
-198.10187,676.51843,1
968.62036,23.533203,0
104.81555,384.55835,0
-740.329,3.2817383,0
734.76624,615.3779,1
494.7495,813.2042,0
-179.21106,357.88794,0
-632.02905,-654.96265,1
540.6089,-742.7094,1
539.4192,-44.719055,1
12.833923,-195.89459,1
213.67358,-179.14691,0
284.693,-415.1505,0
-669.15955,-442.90942,0
688.0658,463.95837,0
213.79248,-431.4254,1
-612.631,-499.76562,1
800.2096,-166.95465,0
964.2643,433.30627,0
328.83704,108.86194,0
