%............comments............
%............comments............
%............comments............
%............comments............
%............comments............
%
% attributes count = 2
% vectors count = 1000
%
% Edit the attribute names (attrib_1, attrib_2, ...) in this text box and then save.
%
@relation xxxxxxxxxxx
@attribute attrib_1 numeric
@attribute attrib_2 numeric
@attribute class {0, 1}
@data
235.3341,-21.829163,0
214.2782,-155.35724,0
833.21313,485.6344,0
-517.17126,-310.0296,1
-724.99524,851.77966,1
457.97058,85.77283,0
687.1549,194.90698,0
850.2416,34.022217,0
91.09094,-712.933,1
-13.755005,318.14734,0
-599.9,-891.1536,1
187.14087,-946.6691,1
-165.21954,-97.79004,1
-532.5282,-64.30139,1
887.2544,672.38745,0
939.3994,404.08508,0
302.22046,568.31067,0
551.5575,-437.17456,0
-806.6846,-137.88074,1
348.38013,161.29065,0
376.146,-648.2272,0
-695.1096,-814.35724,1
274.73816,926.8185,0
-26.410217,-309.43842,1
-653.9501,765.8828,1
674.21716,383.45203,0
867.5735,175.46887,0
-236.20575,-829.0897,1
-854.045,-566.8419,1
643.51294,386.99377,0
-270.06018,-835.6713,1
-409.3413,745.1018,1
48.850708,-239.97675,1
-752.0926,190.04419,1
-951.8092,134.60693,1
658.974,774.13477,0
856.85767,725.3793,0
108.72754,-559.08014,1
295.8424,52.31482,0
-292.46625,-827.59045,1
-873.81757,-615.3745,1
653.72266,-659.54846,0
-665.67896,101.850586,1
-585.27856,300.14868,1
-534.07495,-809.30054,1
-313.46826,-727.0095,1
44.59497,-15.116516,0
922.87366,389.63,0
449.80017,-266.30542,0
-530.54346,-602.9907,1
278.75305,876.0968,0
895.4795,981.7954,0
-820.16205,-999.37964,1
-16.396729,-78.13965,1
420.59082,-612.64453,0
21.279114,349.79956,0
-958.8769,-243.13342,1
-469.5456,297.25342,1
-655.7301,-608.1429,1
379.32495,-613.9426,0
686.6373,150.93347,0
338.93372,42.01587,0
-939.89124,-940.16736,1
-420.9333,929.35754,0
791.2667,-856.0082,0
342.02783,-561.30194,0
-163.4281,957.3561,0
89.52368,8.599731,0
-385.96338,-134.16608,1
787.02405,820.5846,0
87.51648,-440.17242,1
671.60596,979.7218,0
907.6367,498.7793,0
-156.5686,-322.32306,1
-186.23901,-968.30804,1
-672.3518,32.37671,1
214.29822,791.09644,0
872.6427,-691.7934,0
888.0371,623.95496,0
-317.78253,42.924805,1
87.0863,801.5044,0
523.4031,-757.75507,0
-27.611572,-458.94012,1
-791.7421,-749.7004,1
-724.32947,976.3147,1
317.14697,163.96838,0
357.07764,-371.31335,0
212.63501,-268.68573,0
-584.3655,-839.221,1
-112.73468,559.1443,0
-489.9354,734.03723,1
995.1417,151.96777,0
-739.6111,646.202,1
536.36597,814.39954,0
-373.88043,90.16797,1
-904.971,-228.68518,1
994.7488,-145.61609,0
275.5901,994.83215,0
964.6311,-424.06763,0
-960.8768,-825.5377,1
-330.761,760.9552,0
10.046265,-973.4679,1
265.17346,-796.9026,1
-494.40695,-288.747,1
-705.8109,-340.83606,1
-965.5742,510.5708,1
-970.1042,-317.80548,1
-682.57166,117.20178,1
-367.31854,365.6814,1
502.8606,-104.97778,0
961.7943,-581.3314,0
179.69312,-706.7558,1
231.41394,469.98547,0
37.086792,-768.41943,1
347.93054,-209.11267,0
574.6157,720.8612,0
728.5403,-271.11377,0
-863.02203,-756.6666,1
-323.33997,-938.42584,1
-271.4215,489.1427,1
977.55054,207.7561,0
-442.49408,-69.74457,1
-722.0697,-225.77527,1
-934.93097,-589.64795,1
-973.74634,270.02527,1
-683.802,438.984,1
275.71362,986.0735,0
-942.3439,200.55359,1
-510.07404,-983.49225,1
-504.85196,423.4403,1
641.6361,-810.83136,0
-102.94751,-798.1334,1
-642.3137,276.1178,1
-498.35406,-377.14392,1
638.8656,271.12134,0
886.3268,622.9076,0
771.1616,-250.4588,0
951.48816,883.77185,0
445.31995,-632.9103,0
-21.671753,-226.01654,1
814.5055,-592.57697,0
839.031,352.56653,0
-754.7395,-45.439636,1
-630.61566,273.59827,1
854.8303,-255.36603,0
-841.9498,-934.9188,1
-421.66882,42.490723,1
-436.6631,702.8362,1
472.11865,992.1792,0
637.4675,659.9015,0
-764.89417,-193.6253,1
819.97656,684.18176,0
-482.3258,888.31006,1
756.0095,441.8589,0
-511.79205,-479.20795,1
-598.0601,861.3439,1
340.1742,-889.5959,1
699.85815,-477.68646,0
948.063,-858.99225,0
534.1299,-243.3609,0
718.3884,969.1726,0
427.35754,262.78345,0
832.34827,-614.8202,0
489.7246,982.5054,0
539.6244,-533.24,0
-495.1607,-251.52063,1
-61.79944,668.7411,0
716.83496,783.7003,0
-237.03632,-679.70135,1
-122.37195,518.3108,0
106.24548,742.51624,0
-580.1273,386.75427,1
-293.64954,-947.5214,1
-759.70996,277.92273,1
-534.48926,386.13635,1
509.69604,133.23267,0
196.59412,-249.30267,0
170.18774,822.32825,0
-751.71454,-991.68634,1
336.58923,873.3783,0
-378.64874,-403.64923,1
688.40234,894.69775,0
463.98804,505.5398,0
-879.85724,596.6892,1
-577.85425,-234.17096,1
412.08728,207.86841,0
-778.89355,230.76904,1
490.09607,775.9995,0
-932.50684,-195.22241,1
962.3147,355.13562,0
-13.729675,423.64917,0
-947.7967,-598.3778,1
45.18872,-922.8114,1
-208.52289,836.88855,0
569.5216,-46.136963,0
393.18713,182.11853,0
-87.17639,-609.1164,1
-905.69196,929.6542,1
-875.1581,729.14294,1
438.8413,-111.74347,0
-54.408752,400.94983,0
-33.416992,624.1096,0
-44.996704,-380.47992,1
-420.65448,316.71936,1
420.44592,-107.30615,0
475.56348,358.62854,0
-590.19934,-750.6277,1
-524.1454,-149.87189,1
75.676636,-454.32648,1
806.2467,-225.0802,0
-333.26837,-491.1682,1
962.4242,89.93933,0
784.958,-719.6277,0
-852.51624,222.32605,1
683.18555,136.11584,0
-42.66327,-461.2173,1
984.94214,-210.92297,0
482.02783,237.3396,0
-890.797,-777.6574,1
797.8884,808.7986,0
-104.54773,-647.47705,1
944.5763,-275.09747,0
-550.13104,990.3956,1
912.70105,332.5387,0
-928.65875,-456.13293,1
911.8678,-931.95013,0
-733.5968,699.3978,1
-754.3793,52.994507,1
325.07886,921.5537,0
488.89868,-107.538574,0
705.0089,-973.6421,0
-654.7336,-930.6884,1
-440.87274,312.63452,1
-444.68225,712.48193,1
-857.4578,776.5541,1
534.2892,-285.24268,0
547.171,-211.89691,0
-963.9326,-814.8248,1
238.06616,-725.78644,1
-927.5926,-956.4992,1
-796.7395,-68.18799,1
560.3273,-801.02936,0
-820.6488,285.05322,1
-272.72272,-797.2312,1
-622.0664,504.52808,1
172.82861,-476.53046,1
413.38293,-177.75647,0
667.2644,666.9404,0
-279.62256,104.694214,1
261.59717,-753.03076,1
649.943,687.35693,0
-909.82385,810.1427,1
-354.30737,927.4563,0
366.19116,-271.7298,0
427.323,-902.1348,1
-497.98154,793.9103,1
946.32227,-776.47986,0
30.49353,-710.67224,1
29.233887,-747.25433,1
-940.1597,246.469,1
86.70911,559.3994,0
-635.8773,-624.68854,1
41.976196,187.76196,0
892.72705,-289.78876,0
720.2417,-519.3821,0
-523.4752,-591.3668,1
-659.07104,-228.02106,1
815.00525,-666.0811,0
467.55408,-320.57104,0
-552.1923,63.508545,1
-204.57556,-802.9247,1
-654.2766,786.3025,1
495.24048,-731.3873,0
-999.61835,-812.38794,1
-518.9313,-188.98163,1
-551.53235,-132.58594,1
934.04675,262.91614,0
535.4684,-902.6093,0
688.5702,647.6588,0
905.57825,-205.4992,0
-324.3977,-130.30347,1
698.53906,473.59583,0
-481.86005,-496.1863,1
740.8275,-361.1427,0
586.7549,-309.6679,0
137.74805,583.59875,0
348.52698,915.39514,0
-395.37726,890.2433,0
-319.42987,-566.03906,1
619.42004,57.04944,0
969.74744,884.15076,0
535.79443,-374.57404,0
283.0581,245.1123,0
-835.34314,941.4437,1
668.57434,706.5758,0
-985.9642,257.41174,1
734.69116,-753.20825,0
-628.8761,-735.8399,1
55.848755,756.5619,0
-282.94635,-658.0719,1
665.77295,-599.4174,0
584.0803,-172.47186,0
-75.32715,-426.65747,1
-103.5072,417.71973,0
384.72327,-714.6731,0
80.71484,-536.5082,1
928.5519,106.29956,0
-213.30182,-642.7796,1
418.34082,-104.052246,0
-68.15045,-525.5692,1
368.54297,-531.8079,0
960.3766,204.16272,0
743.1046,63.976074,0
705.0746,486.69983,0
878.4756,-951.62866,0
45.219727,-25.310059,0
-253.42078,601.34326,0
673.37524,-556.54736,0
297.3064,337.54272,0
-284.44794,-601.4699,1
-542.01526,-230.99634,1
-306.68372,963.30835,0
517.6703,315.63892,0
-626.9348,-923.20294,1
86.9939,-828.0514,1
-583.1572,-208.57361,1
-400.3105,754.3645,1
430.70215,-967.0203,1
-590.1804,-317.82642,1
0.76257324,-430.44885,1
-60.895325,285.97778,0
-386.2467,133.68152,1
-958.3453,-508.8363,1
-22.028564,-348.41205,1
-221.21045,589.8696,0
192.2268,355.67505,0
134.52747,893.45667,0
454.48425,191.27466,0
-147.28821,548.50146,0
-441.44446,-624.1692,1
-460.36646,902.848,1
-703.6659,228.51025,1
-548.597,724.26843,1
64.70447,-539.5144,1
-26.790955,-697.1992,1
-529.5976,0.902771,1
697.9995,-991.1541,0
532.7384,-869.1886,0
225.005,232.6211,0
203.24146,-792.89984,1
323.91724,796.5852,0
352.91614,580.74805,0
-51.571716,-89.0365,1
121.95349,-551.53503,1
733.2228,-466.48138,0
583.369,324.06177,0
71.40881,-401.7729,1
41.187256,-424.3427,1
644.7634,-6.461853,0
965.4315,-952.90814,0
367.05762,-600.59314,0
-439.68408,-833.3134,1
101.118286,-866.6911,1
268.682,-856.2511,1
223.17627,-991.03955,1
134.85706,-137.00409,0
-866.56665,-122.51898,1
-120.24176,909.32605,0
-850.31647,-0.74487305,1
-213.80017,790.1416,0
-128.79767,-314.23877,1
-950.98956,869.6864,1
63.01709,754.15515,0
-886.3014,789.6289,1
386.05737,253.40771,0
709.053,222.3888,0
886.57715,-350.68542,0
773.199,688.46826,0
-941.37006,-803.28955,1
-720.7217,-133.68494,1
506.271,580.7356,0
-913.9447,-666.9862,1
757.54614,-924.98114,0
370.39563,996.36,0
-379.77533,-556.8437,1
942.70544,-386.35382,0
619.6179,-399.11963,0
803.05566,739.74744,0
-478.2802,659.83057,1
-335.13794,-793.1371,1
-279.70636,-610.1485,1
-145.37427,810.53564,0
354.4226,-634.7391,0
-9.613647,-738.6621,1
-576.5707,101.54431,1
-851.824,-341.12726,1
878.9635,-657.55054,0
844.90344,754.51404,0
-300.55615,323.47083,1
-902.259,-908.43445,1
289.93384,-683.7737,1
-935.77576,746.29016,1
-799.0791,-950.7521,1
323.917,840.52563,0
-877.64197,704.22107,1
-268.3651,-743.6349,1
-615.2811,-897.2753,1
953.8596,-944.3477,0
786.7074,427.03748,0
-705.88196,-8.199036,1
-530.347,-640.4046,1
-780.2573,-801.28253,1
-228.48438,879.19495,0
121.56543,651.3701,0
-481.18958,-881.9397,1
-730.2572,314.81396,1
-947.3404,-337.60065,1
-326.95172,-966.75446,1
-564.43787,470.09705,1
605.6089,157.92932,0
-251.63196,182.70508,1
-65.7962,-327.40106,1
162.33325,-975.09595,1
60.882812,-852.7913,1
559.01904,713.13135,0
-710.1959,235.66846,1
-128.80475,-163.91962,1
-266.16913,-369.5318,1
-969.20795,23.295776,1
-504.43323,-603.1415,1
435.3412,-115.89728,0
789.15063,-568.478,0
-817.7673,177.62524,1
913.27246,425.43506,0
-29.492249,965.66296,0
-457.4865,-842.11456,1
532.79724,-396.28882,0
-326.75018,-791.6231,1
-264.594,-658.5715,1
742.00793,-754.5836,0
72.4353,32.36548,0
928.291,-64.05231,0
180.22302,993.7882,0
-539.45624,-783.5423,1
-788.7236,-589.0538,1
863.06055,176.54993,0
-567.7418,-153.85425,1
-486.71893,128.04346,1
248.4812,-608.4894,1
623.06104,-432.57684,0
7.754822,795.3236,0
814.1461,-313.2696,0
-600.6808,495.36,1
-172.78552,847.75037,0
38.990967,-91.36005,1
585.4972,6.6187134,0
-80.461365,555.5394,0
-171.87341,460.73303,0
-194.30792,637.2208,0
-164.99951,487.12354,0
-633.9133,538.8528,1
-615.90686,451.1996,1
859.8262,-602.8898,0
-986.2166,787.05896,1
-466.7536,348.95825,1
-93.08765,-114.69318,1
-467.15338,369.74,1
-730.07837,-628.3998,1
103.25,-287.89587,1
-50.434814,518.9011,0
-885.55725,-126.676575,1
211.32812,-391.3183,0
-449.5669,-252.92969,1
-902.17346,-58.90338,1
-508.13754,-843.2661,1
-407.89758,-108.60205,1
-662.0094,-679.12555,1
-70.130554,-80.36206,1
-461.13196,967.4309,0
836.405,762.9674,0
-53.601257,791.8091,0
-792.0749,174.60571,1
43.38867,-255.0028,1
813.9188,520.82153,0
-227.43665,241.36877,1
-33.939087,307.031,0
-537.06854,-208.1518,1
780.9595,-723.6157,0
438.75928,-203.36731,0
658.13916,-891.0216,0
-703.18604,272.67688,1
-98.70215,-52.90045,1
550.4219,144.66284,0
30.01892,981.6615,0
364.2804,394.19666,0
-739.2427,-842.7244,1
441.85303,-159.51807,0
880.06384,-311.84686,0
-222.43585,616.74475,0
789.6472,-475.6977,0
948.90625,510.19238,0
372.01782,167.25366,0
898.959,249.3081,0
7.0965576,-693.1908,1
-252.28992,-449.20007,1
-935.6887,-364.9225,1
-929.038,279.5343,1
1.3485107,-108.67688,1
-701.50525,428.3036,1
-680.13916,-299.07703,1
408.54932,790.2914,0
560.08093,93.98987,0
933.5841,-824.38525,0
260.42432,-276.0135,0
-557.35046,814.3375,1
864.8119,753.92175,0
128.61499,191.86755,0
929.57495,137.48413,0
-96.12537,978.66235,0
663.45667,-405.26624,0
496.0464,944.6843,0
-171.64569,966.74243,0
-564.427,-209.93378,1
-664.9055,830.8303,1
540.0211,-323.04364,0
-512.3297,-732.17737,1
-474.73407,913.5349,1
761.0115,495.0061,0
-288.3573,719.70447,0
-758.50024,-286.76196,1
443.53027,-705.0244,0
416.0796,963.9219,0
803.73035,512.58154,0
-135.04022,-948.6702,1
-520.60974,479.8761,1
-405.46448,658.02026,1
224.11255,-66.421814,0
241.3092,-334.13824,0
-738.71954,-20.551208,1
184.22046,-607.5591,1
186.52466,-960.50415,1
721.9435,-37.601807,0
-547.3579,35.822754,1
-96.6543,355.5005,0
-641.8292,818.74854,1
343.44543,-191.97455,0
-388.78357,-362.154,1
413.84436,191.29749,0
-996.9868,-941.94336,1
-434.24628,-249.0185,1
-498.90356,139.06091,1
-774.628,-836.9935,1
159.85205,-75.40613,0
695.51245,-753.2451,0
-353.4002,-670.5853,1
804.0209,-126.57739,0
-105.74237,-634.8477,1
658.6636,-382.78418,0
-582.97437,-687.7323,1
799.8064,-480.67975,0
-836.58264,923.8849,1
-713.6547,-30.657654,1
431.35815,38.262573,0
-193.00769,-843.813,1
-667.0394,-919.8091,1
778.15796,800.1035,0
-428.0224,847.6156,1
-428.6858,-50.103516,1
884.82336,-291.69507,0
506.8617,514.0624,0
396.44482,872.3938,0
-941.8343,891.8821,1
355.21582,-239.84808,0
-171.43372,580.2606,0
236.41687,-349.66022,0
295.80835,954.37415,0
41.75415,773.0326,0
62.47705,-445.0509,1
772.76135,-198.19324,0
407.66858,-837.7368,1
-481.17896,-696.3008,1
-695.74097,696.7246,1
375.92822,121.36682,0
747.78503,558.1515,0
500.21533,-109.613525,0
237.0813,400.6371,0
-999.3573,-64.34552,1
553.4662,537.15576,0
-911.84595,644.35803,1
-395.59467,-822.1725,1
923.98315,79.00745,0
-970.77625,528.0231,1
-52.309082,72.53284,1
508.57812,-592.7367,0
-884.09625,338.46826,1
276.0421,497.12366,0
-554.38983,232.7533,1
-800.7056,586.1284,1
-468.73218,-280.29028,1
-19.95227,251.88,0
-707.1374,-176.74408,1
515.9879,-694.5661,0
112.45007,385.4431,0
-725.3596,20.200012,1
729.60266,-692.08887,0
648.21826,-322.58856,0
-208.42493,617.8773,0
-309.85162,-717.52893,1
-208.10852,678.7897,0
378.11108,441.2506,0
-718.5502,656.7859,1
-394.92877,-667.3187,1
699.12634,957.62256,0
468.91797,-526.25604,0
-55.74286,-235.25189,1
-887.02844,-454.7713,1
901.2621,-962.2865,0
-636.2438,931.40173,1
-472.93146,-628.8743,1
719.0785,-176.01776,0
-175.11761,-32.13037,1
-141.40814,750.5984,0
53.24231,-353.66394,1
-219.3335,210.15527,1
-142.81085,-720.09033,1
-86.47107,732.31494,0
-341.23322,-642.01245,1
-894.7301,-874.44464,1
606.96655,461.3147,0
-733.53394,-61.963318,1
662.6134,-639.5641,0
620.7975,227.77307,0
-18.41278,-825.417,1
13.184448,623.3727,0
660.1599,569.32776,0
-468.3907,353.8711,1
119.11987,324.85095,0
-182.07184,435.95605,0
-71.25134,-227.31006,1
874.61707,-470.86304,0
714.6022,577.34375,0
918.5414,-895.8104,0
934.4403,-869.8683,0
889.47253,517.4618,0
779.5414,-573.7833,0
590.22266,343.39868,0
229.026,-288.28278,0
116.90369,-110.09186,0
373.7052,416.35217,0
-768.04004,205.95349,1
-473.63776,-71.92474,1
-360.73535,-911.9726,1
348.26392,619.6715,0
739.7096,-398.07642,0
-752.9118,203.30579,1
377.35913,458.4923,0
639.34973,967.52686,0
330.38025,-783.17236,1
320.78967,-257.75275,0
-142.39966,-264.39606,1
151.09155,540.73486,0
-519.3148,-446.9602,1
534.67224,-256.33313,0
-636.42883,948.23865,1
-232.80902,418.81384,1
144.9253,-678.58374,1
217.80554,-89.06439,0
886.04614,227.79456,0
530.1006,-810.0123,0
915.765,-90.29639,0
550.0005,-388.24823,0
-214.46295,-506.29742,1
-473.13275,723.51953,1
292.06482,154.29248,0
284.38428,-461.52515,0
-418.5736,-506.93704,1
520.70264,-694.06415,0
717.8301,141.87756,0
-827.26685,220.63147,1
-218.25024,170.97021,1
867.34436,-257.2942,0
-443.65704,-732.4115,1
882.62683,241.15747,0
167.69019,848.08923,0
755.2694,526.9365,0
-336.46497,276.15173,1
695.4862,-492.06198,0
-553.15295,-817.9547,1
-691.17773,676.6476,1
724.6676,-487.35144,0
-225.4419,-567.7932,1
689.3418,389.18872,0
593.3214,-657.813,0
-981.6213,109.42847,1
291.90845,365.3695,0
460.823,703.29956,0
-938.79535,-214.64777,1
-227.83789,-664.25574,1
203.48657,-854.1877,1
-933.56647,-452.2077,1
478.2782,-168.224,0
773.3379,-163.33209,0
961.3235,107.256836,0
-180.19806,-602.0157,1
869.13,-601.85693,0
399.5802,987.85205,0
-48.073486,-599.7718,1
-248.87927,809.99036,0
520.771,195.79736,0
-266.93744,-907.3018,1
-50.0672,978.19275,0
668.3745,592.80554,0
583.5664,-787.69635,0
922.2832,-351.5056,0
376.0835,-900.066,1
-14.220581,-399.86115,1
308.51917,72.52612,0
455.63477,-591.91376,0
-351.41748,699.7241,1
-766.5028,-881.4391,1
-540.0315,880.7854,1
510.7788,463.64148,0
416.901,-523.1426,0
662.6865,-671.47296,0
942.76685,-354.3423,0
43.888916,-920.9276,1
-32.908752,56.105957,1
859.9531,-185.16058,0
-817.0042,888.9779,1
-217.17584,497.6776,0
587.6709,-929.3396,0
785.2626,603.1094,0
301.2848,-459.39105,0
-211.70422,-548.4336,1
-814.85815,519.1189,1
147.37671,698.78394,0
617.7953,720.54114,0
747.0896,599.4281,0
-61.79474,-751.9132,1
530.8771,-394.7019,0
527.932,509.88184,0
661.4071,-380.7928,0
279.73474,911.9481,0
188.83899,-202.08453,0
-712.1549,-687.6993,1
-901.61395,182.25049,1
995.5718,-738.6266,0
-84.784424,629.81995,0
748.7827,-92.51001,0
-336.1347,535.484,1
-270.79608,112.125,1
-89.0022,647.0209,0
579.3617,798.2052,0
-135.54541,-81.813354,1
-318.6095,-154.2771,1
58.21045,-211.36597,1
14.813049,-47.55298,1
21.973145,-460.0797,1
-206.20416,793.5326,0
515.80835,-550.8981,0
-327.73096,542.34644,1
-595.68176,-653.8212,1
-794.3055,355.83972,1
51.53357,878.9133,0
-528.84766,781.31824,1
236.82776,298.32092,0
-727.1897,-792.52875,1
23.797607,900.3882,0
-802.2701,461.04163,1
758.197,394.34644,0
937.35144,441.52783,0
427.65076,415.0874,0
752.8955,-710.166,0
985.016,-842.9193,0
-261.69568,2.7886353,1
918.9004,-320.58862,0
-377.7594,633.9784,1
-651.0154,-183.67236,1
-748.95105,-737.6483,1
230.44067,824.9491,0
-392.5208,763.56665,1
870.87317,911.5563,0
245.35791,-914.9283,1
-105.141785,600.14233,0
-641.71265,204.4231,1
35.28772,-458.3189,1
-649.15826,-758.64087,1
687.37354,809.82275,0
-256.3805,297.66858,1
30.303345,988.5001,0
-481.0971,-485.09906,1
703.1815,429.19128,0
-398.43408,568.4896,1
516.0287,-59.64789,0
-929.7385,-642.13257,1
483.25513,-131.20508,0
-93.18799,-994.32635,1
586.16296,-957.44293,0
617.114,-554.83295,0
-897.3276,367.0697,1
894.76294,-146.52698,0
86.6095,-998.8,1
-351.01056,979.3109,0
-364.46887,-12.992004,1
-818.6045,17.36139,1
955.20667,966.82336,0
-928.63727,-902.5492,1
910.5122,193.5149,0
417.9005,-314.7563,0
746.6394,424.58838,0
486.09106,-767.848,0
971.1553,-511.98386,0
-480.82294,-734.31714,1
-993.40485,317.4685,1
-497.26736,-222.53546,1
154.90942,-923.12213,1
-994.7574,-755.29456,1
-340.77612,-370.96167,1
869.8131,911.85425,0
205.01917,50.2041,0
494.62,62.749268,0
-928.033,152.41895,1
-284.901,-70.44318,1
329.31177,47.57202,0
888.7648,-386.68488,0
-38.182922,671.9436,0
-316.0558,-68.082275,1
-380.05505,-112.73248,1
-713.4054,464.88403,1
-192.92938,284.10498,1
-735.23083,-769.7208,1
-251.82,-864.41394,1
-831.815,-592.3346,1
928.6362,-915.652,0
90.736694,-688.0222,1
348.2411,92.756836,0
886.6908,426.73535,0
-95.03894,946.26953,0
-493.3134,-278.98462,1
4.324341,172.0586,0
7.559204,703.1299,0
484.63843,-380.21313,0
190.3916,704.96484,0
254.81921,-851.3168,1
-465.90588,-255.5462,1
660.75806,-125.15985,0
117.1969,979.6737,0
527.8031,254.9154,0
558.4369,246.57007,0
-928.93884,-82.811584,1
657.1061,463.3285,0
421.87463,598.18677,0
377.02307,-212.07013,0
387.9663,-197.1372,0
-906.6239,331.44116,1
246.38452,878.5687,0
-390.41925,958.10645,0
-137.47705,-922.1598,1
351.68298,-755.6778,1
-764.8705,882.26746,1
360.7301,22.096252,0
-313.64014,-630.5015,1
-771.0778,-901.39984,1
-652.42957,-272.31982,1
-36.75122,721.94934,0
335.68896,156.4165,0
910.70386,154.3523,0
-928.3628,340.57935,1
